model,baseline,pair_count,mean_dist,median_dist,p90_dist,max_dist,max_pair,min_dist,min_pair
shibing624/text2vec-base-chinese,collision_source_random_pairs,10000,0.5908,0.5982,0.7231,0.9189,思义|枪枝,0.1807,于是|同于
shibing624/text2vec-base-chinese,chinese_vocab_random_pairs,10000,0.6231,0.63,0.7519,0.9768,中心月面坐标为|人数最多的,0.2143,其上|再加上
