balanced_mixed_count,basic_pass_count,extraction_success_count,hanja_heavy_mixed_count,loose_pass_count,magazine_title,mean_hanja_ratio_loose,median_hanja_ratio_loose,near_classical_or_mostly_hanja_count,strict_pass_count,total_body_chars_loose,total_extracted_articles,total_hangul_chars_loose,total_hanja_chars_loose
0,1,1,1,1,대한협회회보,0.804431422816334,0.804431422816334,0,1,6115,1,1068,4393
1,2,2,0,1,삼천리,0.2026578073089701,0.2026578073089701,0,1,2586,2,1920,488
