model,baseline,pair_count,mean_dist,median_dist,p90_dist,max_dist,max_pair,min_dist,min_pair
shibing624/text2vec-base-chinese,collision_source_random_pairs,10000,0.6013,0.6085,0.7299,0.9333,但是|喀尔,0.1892,他与|是与
shibing624/text2vec-base-chinese,chinese_vocab_random_pairs,10000,0.6224,0.6307,0.7503,0.9389,2016年夏季奥林匹克运动会|但遭到,0.1667,诺兰|诺拉
