model,baseline,pair_count,mean_dist,median_dist,p90_dist,max_dist,max_pair,min_dist,min_pair
BAAI/bge-small-zh-v1.5,collision_source_random_pairs,10000,0.634,0.6423,0.7166,0.827,区委|摩诃,0.1703,中午|午间
BAAI/bge-small-zh-v1.5,chinese_vocab_random_pairs,10000,0.6505,0.659,0.7393,0.8846,阿尔卑斯省|黄竹,0.2309,产生了|产生了兴趣
