model,baseline,pair_count,mean_dist,median_dist,p90_dist,max_dist,max_pair,min_dist,min_pair
shibing624/text2vec-base-chinese,collision_source_random_pairs,10000,0.5913,0.5978,0.7232,0.9281,凯莉|榴弹炮,0.1807,于是|同于
shibing624/text2vec-base-chinese,chinese_vocab_random_pairs,10000,0.6237,0.6317,0.7497,0.9975,分入|西北濒北海,0.2016,出道单曲|张单曲专辑
